Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education_Updated,EducationField,EnvironmentSatisfaction_Updated,Gender,HourlyRate,JobInvolvement_Updated,JobLevel_Updated,JobRole,JobSatisfaction_Updated,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction_Updated,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance_Updated,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,26-35,1,Travel_Frequently,426,Human Resources,17,Highly Educated,Life Sciences,Medium,Female,58,High,Very Low,Human Resources,High,Divorced,2741,0,1,11,3,Medium,1,8,2,Medium,7,7,1,0
26,26-35,0,Travel_Rarely,775,Sales,29,Less Educated,Medical,Low,Male,45,High,Low,Sales Executive,High,Divorced,4306,5,0,12,3,Low,2,8,5,High,0,0,0,0
26,26-35,1,Travel_Rarely,471,Research & Development,24,Moderately Educated,Technical Degree,High,Male,66,Low,Very Low,Laboratory Technician,Very High,Single,2340,1,1,18,3,Medium,0,1,3,Low,1,0,0,0
26,26-35,0,Travel_Rarely,703,Sales,28,Less Educated,Marketing,Low,Male,66,High,Low,Sales Executive,Medium,Married,6272,1,0,20,4,Very High,2,6,5,Very High,5,3,1,4
26,26-35,0,Travel_Rarely,991,Research & Development,6,Moderately Educated,Life Sciences,High,Female,71,High,Very Low,Laboratory Technician,Very High,Married,2659,1,1,13,3,High,1,3,2,High,3,2,0,2
26,26-35,0,Travel_Frequently,575,Research & Development,1,Less Educated,Life Sciences,Low,Female,71,Low,Very Low,Laboratory Technician,Very High,Divorced,4364,3,0,14,3,Low,1,5,2,High,2,2,2,0
26,26-35,1,Travel_Rarely,1146,Sales,8,Moderately Educated,Technical Degree,Very High,Male,38,Medium,Low,Sales Executive,Low,Single,5326,6,0,17,3,High,0,6,2,Medium,4,3,1,2
26,26-35,1,Travel_Frequently,887,Research & Development,5,Less Educated,Medical,High,Female,88,Medium,Very Low,Research Scientist,High,Married,2366,1,1,14,3,Low,1,8,2,High,8,7,1,7
26,26-35,0,Travel_Frequently,1283,Sales,1,Moderately Educated,Medical,High,Male,52,Medium,Low,Sales Executive,Low,Single,4294,1,0,12,3,Medium,0,7,2,High,7,7,0,7
26,26-35,0,Travel_Rarely,1066,Research & Development,2,Less Educated,Medical,Very High,Male,32,Very High,Low,Manufacturing Director,Very High,Married,5472,1,0,12,3,Medium,0,8,2,High,8,7,1,3
26,26-35,1,Non-Travel,265,Sales,29,Less Educated,Medical,Medium,Male,79,Low,Low,Sales Executive,Low,Single,4969,8,0,18,3,Very High,0,7,6,High,2,2,2,2
26,26-35,1,Travel_Frequently,342,Research & Development,2,Moderately Educated,Life Sciences,Low,Male,57,High,Very Low,Research Scientist,Low,Married,2042,6,1,14,3,Medium,1,6,2,High,3,2,1,2
26,26-35,0,Travel_Frequently,921,Research & Development,1,Very Less Educated,Medical,Low,Female,66,Medium,Very Low,Research Scientist,High,Divorced,2007,1,0,13,3,High,2,5,5,High,5,3,1,3
26,26-35,0,Travel_Rarely,192,Research & Development,1,Less Educated,Medical,Low,Male,59,Medium,Very Low,Laboratory Technician,Low,Married,3955,1,0,16,3,Low,2,6,2,High,5,3,1,3
26,26-35,1,Travel_Rarely,1330,Research & Development,21,Moderately Educated,Medical,Low,Male,37,High,Very Low,Laboratory Technician,High,Divorced,2377,1,0,20,4,High,1,1,0,Medium,1,1,0,0
26,26-35,0,Travel_Rarely,1384,Research & Development,3,Highly Educated,Medical,Low,Male,82,Very High,Very Low,Laboratory Technician,Very High,Married,4420,1,0,22,4,Medium,1,8,2,High,8,7,0,7
26,26-35,0,Travel_Rarely,583,Research & Development,4,Less Educated,Life Sciences,High,Male,53,High,Very Low,Research Scientist,Very High,Single,2875,1,1,20,4,Medium,0,8,2,Medium,8,5,2,2
26,26-35,0,Travel_Rarely,683,Research & Development,2,Very Less Educated,Medical,Low,Male,36,Medium,Very Low,Research Scientist,Very High,Single,3904,0,0,12,3,Very High,0,5,2,High,4,3,1,1
26,26-35,0,Travel_Rarely,652,Research & Development,7,Moderately Educated,Other,High,Male,100,Very High,Very Low,Laboratory Technician,Low,Single,3578,0,0,12,3,Very High,0,8,2,High,7,7,0,7
26,26-35,0,Travel_Rarely,474,Research & Development,3,Moderately Educated,Life Sciences,Low,Female,89,High,Very Low,Research Scientist,Very High,Married,2061,1,0,21,4,Low,0,1,5,High,1,0,0,0
26,26-35,0,Non-Travel,786,Research & Development,7,Moderately Educated,Medical,Very High,Male,76,High,Very Low,Laboratory Technician,Very High,Single,2570,1,0,20,4,High,0,7,5,High,7,7,5,7
26,26-35,0,Travel_Rarely,390,Research & Development,17,Highly Educated,Medical,Very High,Male,62,Low,Very Low,Laboratory Technician,High,Married,2305,1,0,15,3,High,3,3,3,Very High,3,2,0,2
26,26-35,1,Travel_Rarely,920,Human Resources,20,Less Educated,Medical,Very High,Female,69,High,Very Low,Human Resources,Medium,Married,2148,0,1,11,3,High,0,6,3,High,5,1,1,4
26,26-35,0,Travel_Rarely,572,Sales,10,Moderately Educated,Medical,High,Male,46,High,Low,Sales Executive,Very High,Single,4684,1,0,13,3,Low,0,5,4,High,5,3,1,2
26,26-35,0,Travel_Rarely,482,Research & Development,1,Less Educated,Life Sciences,Medium,Female,90,Medium,Very Low,Research Scientist,High,Married,2933,1,1,13,3,High,1,1,3,Medium,1,0,1,0
26,26-35,0,Travel_Frequently,1096,Research & Development,6,Moderately Educated,Other,High,Male,61,Very High,Very Low,Laboratory Technician,Very High,Married,2544,0,0,18,3,Low,1,8,3,High,7,7,7,7
26,26-35,0,Travel_Rarely,157,Research & Development,1,Moderately Educated,Medical,High,Male,95,High,Very Low,Laboratory Technician,Low,Single,2867,0,0,13,3,Very High,0,8,6,Medium,7,7,7,6
26,26-35,0,Travel_Rarely,1167,Sales,5,Moderately Educated,Other,Very High,Female,30,Medium,Very Low,Sales Representative,High,Single,2966,0,0,18,3,Very High,0,5,2,High,4,2,0,0
26,26-35,0,Travel_Rarely,1167,Sales,5,Moderately Educated,Other,Very High,Female,30,Medium,Very Low,Sales Representative,High,Single,2966,0,0,18,3,Very High,0,5,2,High,4,2,0,5
27,26-35,0,Travel_Rarely,591,Research & Development,2,Very Less Educated,Medical,Low,Male,40,High,Very Low,Laboratory Technician,Medium,Married,3468,9,0,12,3,Very High,1,6,3,High,2,2,2,2
27,26-35,0,Travel_Rarely,1240,Research & Development,2,Highly Educated,Life Sciences,Very High,Female,33,High,Very Low,Laboratory Technician,Low,Divorced,2341,1,0,13,3,Very High,1,1,6,High,1,0,0,0
27,26-35,0,Travel_Frequently,994,Sales,8,Moderately Educated,Life Sciences,Very High,Male,37,High,Medium,Sales Executive,High,Single,8726,1,0,15,3,Very High,0,9,0,High,9,8,1,7
27,26-35,0,Non-Travel,691,Research & Development,9,Moderately Educated,Medical,Very High,Male,57,High,Very Low,Research Scientist,Medium,Divorced,2024,6,0,18,3,Very High,1,6,1,Low,2,2,2,2
27,26-35,0,Non-Travel,1450,Research & Development,3,Moderately Educated,Medical,High,Male,79,Medium,Very Low,Research Scientist,High,Divorced,2566,1,1,15,3,Very High,1,1,2,Medium,1,1,0,1
27,26-35,0,Travel_Rarely,1157,Research & Development,17,Moderately Educated,Technical Degree,High,Male,51,High,Very Low,Research Scientist,Medium,Married,3058,0,1,16,3,Very High,1,6,3,Medium,5,2,1,1
27,26-35,0,Travel_Rarely,894,Research & Development,9,Moderately Educated,Medical,Very High,Female,99,High,Very Low,Research Scientist,Medium,Single,2279,1,0,16,3,Very High,0,7,2,Medium,7,7,0,3
27,26-35,0,Travel_Frequently,472,Research & Development,1,Very Less Educated,Technical Degree,High,Male,60,Medium,Low,Manufacturing Director,Low,Married,4298,5,0,19,3,High,1,6,1,High,2,2,2,0
27,26-35,0,Travel_Frequently,1242,Sales,20,Moderately Educated,Life Sciences,Very High,Female,90,High,Low,Sales Executive,High,Single,9981,1,0,14,3,Very High,0,7,2,High,7,7,0,7
27,26-35,0,Travel_Rarely,1220,Research & Development,5,Moderately Educated,Life Sciences,High,Female,85,High,Very Low,Research Scientist,Medium,Single,2478,1,1,12,3,Medium,0,4,2,Medium,4,3,1,2
27,26-35,0,Travel_Rarely,1377,Sales,2,Moderately Educated,Life Sciences,Very High,Male,74,High,Low,Sales Executive,High,Single,4478,1,1,11,3,Low,0,5,3,High,5,4,0,4
27,26-35,0,Non-Travel,210,Sales,1,Very Less Educated,Marketing,High,Male,73,High,Low,Sales Executive,Medium,Married,6349,0,1,13,3,Very High,1,6,0,High,5,4,1,4
27,26-35,0,Travel_Rarely,1130,Sales,8,Highly Educated,Marketing,Medium,Female,56,High,Low,Sales Executive,Medium,Married,6214,1,0,18,3,Low,1,8,3,High,8,7,0,7
27,26-35,0,Travel_Rarely,1469,Research & Development,1,Less Educated,Medical,Very High,Male,82,High,Very Low,Laboratory Technician,Medium,Divorced,3816,1,0,11,3,Medium,1,5,2,High,5,2,0,4
27,26-35,0,Travel_Rarely,798,Research & Development,6,Highly Educated,Medical,Low,Female,66,Medium,Very Low,Research Scientist,High,Divorced,2187,0,0,12,3,High,2,6,5,Medium,5,3,0,3
27,26-35,1,Travel_Rarely,1420,Sales,2,Very Less Educated,Marketing,High,Male,85,High,Very Low,Sales Representative,Low,Divorced,3041,0,0,11,3,Medium,1,5,3,High,4,3,0,2
27,26-35,0,Travel_Rarely,1115,Research & Development,3,Highly Educated,Medical,Low,Male,54,Medium,Very Low,Research Scientist,Very High,Single,2045,0,0,13,3,Very High,0,5,0,High,4,2,1,1
27,26-35,0,Travel_Frequently,1410,Sales,3,Very Less Educated,Medical,Very High,Female,71,Very High,Low,Sales Executive,Very High,Divorced,4647,1,1,20,4,Medium,2,6,3,High,6,5,0,4
27,26-35,0,Travel_Rarely,608,Research & Development,1,Less Educated,Life Sciences,High,Female,68,High,Medium,Manufacturing Director,Low,Married,7412,1,0,11,3,Very High,0,9,3,High,9,7,0,7
27,26-35,0,Travel_Frequently,294,Research & Development,10,Less Educated,Life Sciences,Very High,Male,32,High,Medium,Manufacturing Director,Low,Divorced,8793,1,0,21,4,High,2,9,4,Medium,9,7,1,7
27,26-35,0,Travel_Rarely,975,Research & Development,7,Moderately Educated,Medical,Very High,Female,55,Medium,Low,Healthcare Representative,Low,Single,6811,8,0,19,3,Low,0,9,2,Low,7,6,0,7
27,26-35,0,Travel_Frequently,829,Sales,8,Very Less Educated,Marketing,High,Male,84,High,Low,Sales Executive,Very High,Married,4342,0,0,19,3,Medium,1,5,3,High,4,2,1,1
27,26-35,0,Travel_Rarely,269,Research & Development,5,Very Less Educated,Technical Degree,High,Male,42,Medium,Medium,Research Director,Very High,Divorced,12808,1,1,16,3,Medium,1,9,3,High,9,8,0,8
27,26-35,0,Non-Travel,443,Research & Development,3,Moderately Educated,Medical,Very High,Male,50,High,Very Low,Research Scientist,Very High,Married,1706,1,0,11,3,High,3,0,6,Medium,0,0,0,0
27,26-35,0,Travel_Rarely,618,Research & Development,4,Moderately Educated,Life Sciences,Medium,Female,76,High,Very Low,Research Scientist,High,Single,2318,1,0,19,3,High,0,1,2,High,1,1,0,0
27,26-35,0,Travel_Rarely,1134,Research & Development,16,Highly Educated,Technical Degree,High,Female,37,High,Very Low,Laboratory Technician,Medium,Married,2811,9,0,14,3,Medium,1,4,2,High,2,2,2,2
27,26-35,0,Travel_Rarely,1055,Research & Development,2,Highly Educated,Life Sciences,Low,Female,47,High,Low,Manufacturing Director,Very High,Married,4227,0,0,18,3,Medium,1,4,2,High,3,2,2,2
27,26-35,0,Non-Travel,1277,Research & Development,8,Very Highly Educated,Life Sciences,Low,Male,87,Low,Very Low,Laboratory Technician,High,Married,4621,1,0,19,3,Very High,3,3,4,High,3,2,1,2
27,26-35,0,Travel_Rarely,199,Research & Development,6,Moderately Educated,Life Sciences,Very High,Male,55,Medium,Very Low,Research Scientist,High,Married,2539,1,0,13,3,High,1,4,0,High,4,2,2,2
27,26-35,0,Travel_Rarely,1103,Research & Development,14,Moderately Educated,Life Sciences,Low,Male,42,High,Very Low,Research Scientist,Low,Married,2235,1,1,14,3,Very High,2,9,3,Medium,9,7,6,8
27,26-35,0,Travel_Rarely,1167,Research & Development,4,Less Educated,Life Sciences,Low,Male,76,High,Very Low,Research Scientist,High,Divorced,2517,1,0,11,3,Medium,3,5,2,High,5,3,0,3
27,26-35,0,Travel_Rarely,1291,Sales,11,Moderately Educated,Medical,High,Female,98,Very High,Very Low,Sales Representative,Very High,Married,2534,8,0,14,3,Medium,1,5,4,High,1,0,0,0
27,26-35,0,Travel_Frequently,793,Sales,2,Very Less Educated,Life Sciences,Very High,Male,43,Low,Low,Sales Executive,Very High,Single,5071,3,0,20,4,Medium,0,8,3,High,6,2,0,0
27,26-35,0,Travel_Rarely,205,Sales,10,Moderately Educated,Marketing,Very High,Female,98,Medium,Low,Sales Executive,Very High,Married,5769,1,1,11,3,Very High,0,6,3,High,6,2,4,4
27,26-35,1,Travel_Rarely,135,Research & Development,17,Highly Educated,Life Sciences,Very High,Female,51,High,Very Low,Research Scientist,High,Single,2394,1,1,13,3,Very High,0,8,2,High,8,2,7,7
27,26-35,0,Travel_Rarely,1377,Research & Development,11,Very Less Educated,Life Sciences,Medium,Male,91,High,Very Low,Laboratory Technician,Low,Married,2099,0,0,14,3,Medium,0,6,3,Very High,5,0,1,4
27,26-35,0,Travel_Rarely,1302,Research & Development,19,Moderately Educated,Other,Very High,Male,67,Medium,Very Low,Laboratory Technician,Low,Divorced,4066,1,0,11,3,Low,2,7,3,High,7,7,0,7
27,26-35,0,Travel_Rarely,486,Research & Development,8,Moderately Educated,Medical,Medium,Female,86,Very High,Very Low,Research Scientist,High,Married,3517,7,0,17,3,Low,0,5,0,High,3,2,0,2
27,26-35,0,Travel_Frequently,591,Research & Development,2,Moderately Educated,Medical,Very High,Male,87,High,Very Low,Research Scientist,Very High,Single,2580,2,0,13,3,High,0,6,0,Medium,4,2,1,2
27,26-35,0,Travel_Rarely,1054,Research & Development,8,Moderately Educated,Medical,High,Female,67,High,Very Low,Research Scientist,Very High,Single,3445,1,0,11,3,High,0,6,5,Medium,6,2,1,4
27,26-35,0,Travel_Frequently,1297,Research & Development,5,Less Educated,Life Sciences,Very High,Female,53,High,Very Low,Laboratory Technician,Very High,Single,2379,0,1,14,3,High,0,6,3,Medium,5,4,0,2
27,26-35,0,Travel_Rarely,728,Sales,23,Very Less Educated,Medical,Medium,Female,36,Medium,Low,Sales Representative,High,Married,3540,1,0,21,4,Very High,1,9,5,High,9,8,5,8
27,26-35,0,Travel_Frequently,1131,Research & Development,15,Moderately Educated,Life Sciences,Very High,Female,77,Medium,Very Low,Research Scientist,Low,Married,4774,0,0,19,3,Very High,1,8,2,Medium,7,6,7,3
27,26-35,0,Travel_Rarely,511,Sales,2,Less Educated,Medical,Low,Female,89,Very High,Low,Sales Executive,High,Single,6500,0,0,14,3,Medium,0,9,5,Medium,8,7,0,7
27,26-35,0,Travel_Rarely,1354,Research & Development,2,Highly Educated,Technical Degree,Medium,Male,41,High,Very Low,Research Scientist,Medium,Married,2226,1,0,11,3,High,1,6,3,Medium,5,3,1,2
27,26-35,1,Travel_Frequently,1337,Human Resources,22,Moderately Educated,Human Resources,Low,Female,58,Medium,Very Low,Human Resources,Medium,Married,2863,1,0,12,3,Low,0,1,2,High,1,0,0,0
27,26-35,0,Travel_Rarely,954,Sales,9,Moderately Educated,Marketing,Very High,Male,44,High,Low,Sales Executive,Very High,Single,4105,1,0,14,3,Low,0,7,5,High,7,7,0,7
27,26-35,0,Travel_Rarely,155,Research & Development,4,Moderately Educated,Life Sciences,Medium,Male,87,Very High,Low,Manufacturing Director,Medium,Married,6142,1,1,20,4,Medium,1,6,0,High,6,2,0,3
27,26-35,0,Travel_Rarely,155,Research & Development,4,Moderately Educated,Life Sciences,Medium,Male,87,Very High,Low,Manufacturing Director,Medium,Married,6142,1,1,20,4,Medium,1,6,0,High,6,2,0,3
28,26-35,1,Travel_Rarely,103,Research & Development,24,Moderately Educated,Life Sciences,High,Male,50,Medium,Very Low,Laboratory Technician,High,Single,2028,5,1,14,3,Medium,0,6,4,High,4,2,0,3
28,26-35,1,Travel_Rarely,1434,Research & Development,5,Highly Educated,Technical Degree,High,Male,50,High,Very Low,Laboratory Technician,High,Single,3441,1,1,13,3,High,0,2,3,Medium,2,2,2,2
28,26-35,0,Non-Travel,120,Sales,4,Moderately Educated,Medical,Medium,Male,43,High,Low,Sales Executive,High,Married,4221,1,0,15,3,Medium,0,5,3,Very High,5,4,0,4
28,26-35,0,Travel_Rarely,440,Research & Development,21,Moderately Educated,Medical,High,Male,42,High,Very Low,Research Scientist,Very High,Married,2713,1,0,11,3,High,1,5,2,Low,5,2,0,2
28,26-35,1,Travel_Rarely,529,Research & Development,2,Highly Educated,Life Sciences,Low,Male,79,High,Very Low,Laboratory Technician,High,Single,3485,2,0,11,3,High,0,5,5,Low,0,0,0,0
28,26-35,0,Travel_Rarely,1158,Research & Development,9,Moderately Educated,Medical,Very High,Male,94,High,Very Low,Research Scientist,Very High,Married,2070,1,0,23,4,Very High,1,5,3,Medium,5,2,0,4
28,26-35,0,Travel_Rarely,1117,Research & Development,8,Less Educated,Life Sciences,Very High,Female,66,High,Very Low,Research Scientist,Very High,Single,3310,1,0,21,4,Very High,0,5,3,High,5,3,0,2
28,26-35,0,Travel_Rarely,1476,Research & Development,16,Less Educated,Medical,Medium,Male,68,Very High,Low,Healthcare Representative,Low,Single,5661,0,0,19,3,High,0,9,2,High,8,3,0,7
28,26-35,1,Travel_Rarely,1157,Research & Development,2,Highly Educated,Medical,Low,Male,84,Low,Very Low,Research Scientist,Very High,Married,3464,5,1,13,3,Very High,0,5,4,Medium,3,2,2,2
28,26-35,0,Travel_Rarely,304,Sales,9,Highly Educated,Life Sciences,Medium,Male,92,High,Low,Sales Executive,Very High,Single,5253,1,0,16,3,Very High,0,7,1,High,7,5,0,7
28,26-35,0,Travel_Rarely,1300,Research & Development,17,Less Educated,Medical,High,Male,79,High,Low,Laboratory Technician,Low,Divorced,4558,1,0,12,3,Very High,1,10,2,High,10,0,1,3
28,26-35,1,Travel_Rarely,654,Research & Development,1,Less Educated,Life Sciences,Low,Female,67,Low,Very Low,Research Scientist,Medium,Single,2216,7,1,13,3,Very High,0,10,4,High,7,7,3,7
28,26-35,1,Travel_Rarely,890,Research & Development,2,Highly Educated,Medical,High,Male,46,High,Very Low,Research Scientist,High,Single,4382,6,0,17,3,Very High,0,5,3,Medium,2,2,2,1
28,26-35,0,Travel_Rarely,760,Sales,2,Highly Educated,Marketing,Medium,Female,81,High,Low,Sales Executive,Medium,Married,4779,1,1,20,4,Low,0,8,2,High,8,7,7,5
28,26-35,0,Travel_Rarely,1169,Human Resources,8,Less Educated,Medical,Medium,Male,63,Medium,Very Low,Human Resources,Very High,Divorced,4936,1,0,13,3,Very High,1,6,6,High,5,1,0,4
28,26-35,0,Travel_Rarely,821,Sales,5,Highly Educated,Medical,Low,Male,98,High,Low,Sales Executive,Very High,Single,4908,1,0,14,3,Medium,0,4,3,High,4,2,0,2
28,26-35,0,Travel_Rarely,995,Research & Development,9,Moderately Educated,Medical,High,Female,77,High,Very Low,Research Scientist,High,Divorced,2377,5,0,18,3,Medium,1,6,2,High,2,2,2,2
28,26-35,0,Travel_Rarely,1144,Sales,10,Very Less Educated,Medical,Very High,Male,74,High,Very Low,Sales Representative,Medium,Married,1052,1,0,22,4,Medium,0,1,5,High,1,0,0,0
28,26-35,1,Non-Travel,1366,Research & Development,24,Less Educated,Technical Degree,Medium,Male,72,Medium,Medium,Healthcare Representative,Low,Single,8722,1,0,12,3,Low,0,10,2,Medium,10,7,1,9
28,26-35,0,Travel_Rarely,857,Research & Development,10,Moderately Educated,Other,High,Female,59,High,Low,Research Scientist,High,Single,3660,3,0,13,3,Very High,0,10,4,Very High,8,7,1,7
28,26-35,0,Travel_Rarely,895,Research & Development,15,Less Educated,Life Sciences,Low,Male,50,High,Very Low,Laboratory Technician,High,Divorced,2207,1,0,16,3,Very High,1,4,5,Medium,4,2,2,2
28,26-35,1,Travel_Frequently,1009,Research & Development,1,Moderately Educated,Medical,Low,Male,45,Medium,Very Low,Laboratory Technician,Medium,Divorced,2596,1,0,15,3,Low,2,1,2,High,1,0,0,0
28,26-35,0,Travel_Rarely,950,Research & Development,3,Moderately Educated,Medical,Very High,Female,93,High,Medium,Manufacturing Director,Medium,Divorced,7655,0,0,17,3,Medium,3,10,3,Medium,9,7,1,7
28,26-35,0,Travel_Rarely,1451,Research & Development,2,Very Less Educated,Life Sciences,Low,Male,67,Medium,Very Low,Research Scientist,Medium,Married,3201,0,0,17,3,Low,0,6,2,Low,5,3,0,4
28,26-35,0,Travel_Frequently,773,Research & Development,6,Moderately Educated,Life Sciences,High,Male,39,Medium,Very Low,Research Scientist,High,Divorced,2703,1,1,14,3,Very High,1,3,2,High,3,1,0,2
28,26-35,1,Travel_Rarely,1485,Research & Development,12,Very Less Educated,Life Sciences,High,Female,79,High,Very Low,Laboratory Technician,Very High,Married,2515,1,1,11,3,Very High,0,1,4,Medium,1,1,0,0
28,26-35,0,Travel_Rarely,1179,Research & Development,19,Highly Educated,Medical,Very High,Male,78,Medium,Very Low,Laboratory Technician,Low,Married,3196,1,0,12,3,High,3,6,2,High,6,5,3,3
28,26-35,0,Travel_Frequently,791,Research & Development,1,Highly Educated,Medical,Very High,Male,44,High,Very Low,Laboratory Technician,High,Single,2154,0,1,11,3,High,0,5,2,Medium,4,2,0,2
28,26-35,0,Travel_Frequently,193,Research & Development,2,Moderately Educated,Life Sciences,Very High,Male,52,Medium,Very Low,Laboratory Technician,Very High,Married,3867,1,1,12,3,Medium,1,2,2,High,2,2,2,2
28,26-35,0,Travel_Rarely,640,Research & Development,1,Moderately Educated,Technical Degree,Very High,Male,84,High,Very Low,Research Scientist,Low,Single,2080,2,0,11,3,Medium,0,5,2,Medium,3,2,1,2
28,26-35,0,Non-Travel,1476,Research & Development,1,Moderately Educated,Life Sciences,High,Female,55,Low,Low,Laboratory Technician,Very High,Married,6674,0,0,11,3,Low,3,10,6,High,9,8,7,5
